用户名,评论
逛吃,霸王餐中的，很好，很大带着孩子去放纵放纵，撒欢了玩，省的在家憋着没机会玩。旅途稍微有点远，不过很好，种树玩土，喂动物，这是中的霸王餐感觉很好，要是花钱去就感觉不太合适，孩子太小，价钱有点高。谢谢商家，大众点评。没有照片					
大傲1102,其他平台团购的券，总体来说还可以，但很多地方需要改进！首先是午餐，餐厅采取的是套餐，按人头收费，基本四菜一汤，我们两大一小130，不说价位贵贱，口味太咸，搭配粗糙，菜量太大，每桌都剩好多，其**妈也反馈咸，本就是孩子主题的活动，餐食应该以清淡为主，多搭配，量少，精致！不够添饭嘛！再说盆栽体验活动，活动很好，有专人讲解，但全程一团乱，最后桌子上满是剩土！建议所有家庭全体落座，告知活动的流程，孩子要清楚自己要做什么，领取盆栽，领取工具，清理桌面，把土回收，工具回收，整个流程孩子自己完成！孩子的体验活动，更需要注重细节，体验的不光是种树，喂动物，更是爱护动物，爱护环境，感恩食物，避免浪费，动手独立的能力！					
晓风山岚,忘了微信怎么收到推送团券的了，惊觉快过期，赶紧来了～下午的活动一点半开始，人不是很多，每个活动区的老师都很nice。现场报名了母亲节主题的“自然笔记”，很有意思。玩儿了一下午，然后拎着自己种的盆栽回家，很好～					
造啊,去了一次还不错可以摘苹果喂动物孩子很喜欢
Jen_8211,认养了苹果🍎，晚了一天，带娃好去处
AJ就是那个AJ,整体都很好，就是饭真的真的太难吃了
babiwawa0701,驱车四十分钟来到共享花田等待十点半的植树活动活动前小朋友们一起先跳热身舞紧接着认领小围裙和小铁锹领队宣布完植树方法后大家就开始行动了小朋友们挖坑的挖坑填土的填土顶着大太阳积极性都很高最后给树上挂上一张写下祝福语的小卡片大功告成农场环境很好可以认领果树午饭是套餐四菜一汤味道一般但是食材新鲜非常值得推荐的溜娃场所					
celia_dl,五一那几天去的，人不多比较幽静，地方还算大吧，儿童游艺的设施比较少，本来团购了种树结果到哪被忽悠成一天的活动，种向日葵，本以为是大颗的向日葵，结果就一个小苗苗孩子也没体会到种植的乐趣，下午的活动也一般，整体活动不值那个价钱，更重要的是午饭还得单付费，虽然是4菜一汤，但菜做的真挺难吃的					
不爱宝宝,85后全职妈妈，浙大心理学本科，3-6岁AMS主教认证，热爱美食和旅行。欢迎关注微信个人公众号：黄小佳和乐乐，一起实践蒙氏在家庭和分享亲子旅行目的地现在的孩子接触农场的机会太少了，加上家里没有那么大的地可以来种菜啊啥的，这个农场特别好，我们是苹果树的会员，认领了一棵苹果树，从发芽到开花都看到了。农场还有很多小动物，羊狗兔子，驴，鸡鸭孔雀等，还可以做一些手工，很赞					
小红猪jessie,周日早上爸爸驱车带着我和儿子去体验霸王餐活动，一路比较好走，临近地方的时候是穿村儿，道路较窄，要慢速行驶，注意安全。大门口的大爷给安排了车位。下了车直奔店里去登记，领取郁金香盆栽，植树小纸条，凭小条参加活动。郁金香和植树周末上下午各一场，孩子积极的参与，体会到其中的快乐。园内还有小动物，白鹅，鸭子，驴，羊。还有小奶狗，孩子看到很兴奋，一直不舍得离开。园内种了很多树，在树中你会发现有一些木制拓展设备藏在里面。园内有午饭，大人50元/位，孩子30元/位。听其他游客说还可以采摘蔬菜，认领树，时间有限没多了解，就回家了。感谢商家和大众点评发起的活动！					
zlystar,在一个网站上团购的，88块钱2大1小。带着孩子周末去玩了。之前打电话被告知只有周末营业，结果周日去人巨多，赶上了团队、幼儿园活动什么的，好几辆大轿子车停在里面，大人孩子特别多，乱糟糟的。特别是种树和种花活动，人都没地儿待，乱的没地儿下脚。赶场子一样，效果不好。但是孩子还算高兴吧，就是个体验。种树估计我们走了之后人家就都给拔了，种的乱七八糟、七扭八歪的，基本都不合格。不过无所谓的，就是让孩子玩一玩。种花给大家发的草莓秧子，很小很小，不过给个小花盆，各种颜色的，到也可爱。中午饭可以定他们的份饭，大人50一位，小孩（无论多大）都是30块钱。用托盘盛好的，两三菜一汤+米饭。我看还是不错的，不过整体价格不便宜。如果自己带了饭，也可以在他们的饭厅、种花房食用的，很自由，不干涉。农场还自己养了小动物：白鹅、兔子、羊还有一头驴，另外还有几只刚下的小奶狗。喂动物38块钱给点菜叶子、玉米豆、狗粮，很少很少的。不过孩子喂了还是挺高兴的，如果不够地上拣点野草小兔子也吃。孩子喂动物是一天最高兴的活动了。还有儿童活动区，有个沙池，秋千什么的。自己带着小铲子小桶，孩子玩沙子应该也很高兴。停车不要钱，门口空地或者路边，都不要钱。					
游泳的鱼871,很幸运中了亲子农场霸王餐，趁着周末好天气去体验！单程距市中心40多公里，早点儿出门可以错开高速堵车(周末真的是高速一路拥堵)，跟着导航很好找。农场可以停车，人多的时候要停外面，比较方便。苹果园面积不小，据说有50亩3000棵树，这个季节正是苹果花盛开，清香徐徐。农场里还有一小片动物园养着鸡鸭鹅狗羊和驴，一片儿童游乐区，一个安静的陶艺馆，还有植树盆栽喂动物和手工制作活动，内容丰富!中午有简单的午餐，四菜一汤成人50，儿童30，更小一些的免费。也可以自己带一些野餐，还可以扎帐篷露营，很惬意，下次可以试试。环境很好，适合亲子活动，周末天气好的时候人确实不少，据说今天有三组团体活动，上午有200多人同时植树，我们中午到的倒是错峰了以后天气好时会约上朋友一起再去					
琥珀Amber琥珀,感谢大众点评和商家做的活动、地址是在顺义区、开着导航过来的、需要穿过村子、小朋友玩的非常开心。体验了种树活动、店家很用心、种树的土不是硬的、还给小朋友发了铁锹和围裙、让他们也体会一下。里面有小动物、最有趣的是见到火鸡开屏。送了一盆郁金香、自己亲手种植、希望可以开花。					
王丝雨0517,团购的认领苹果树，周末开车过来玩的~让孩子亲近下大自然。进门是一个长廊，两边是开了花的苹果树，不过苹果花没有什么香气，认领了一颗花开的最多的，不知道秋天会不会结很多苹果~午餐也挺特别，味道挺家常但是挺鲜的，是农场自己的菜，下午做了捏了软陶，种的草莓，还有做的青团，有点甜甜的，孩子挺喜欢吃。总的来说项目还挺有趣的，做的东西都能拿回家，孩子特别喜欢，天快黑了还舍不得回家，希望下次来能多点更好玩的东西吧。					
昨日今朝,朋友介绍这里是溜娃好地方，上周末终于得空来溜娃了。地方真大，有好多孩子玩的，还有不少小动物，孩子在那看小猪就看了半天，我家孩子最喜欢里面那个粉色大巴车，坐上司机位置就不下来了，一会儿到站让我下车，一会儿到站让我上车，把我累够呛！工作人员态度很好，教孩子做了一块自己染色的手绢。整体感觉真的很好，有时间还会再去。					
王轶_4933,在顺义郊区，按着导航很好找，适合亲子活动！周六日有很多一起活动的亲子家庭1.到那先进服务厅签到，领植树票，郁金香票，再参加活动，门口先跟麦兜跳舞热身(其实小孩子很喜欢互动)2.取香，祭拜炎帝，这个环节很短暂5分钟左右，文化内容可以更丰富些3.编柳条头圈4.种树，排队领工具，一个人可以种一颗，挂牌写名字，不过老板说这些树成活之后会被统一移到别的地方，不过这个环节，孩子们到是很开心，因为，很少有这样的动手机会5.种植郁金香可以带走！有老师带着种！6.浏览小动物园，有驴，狗，兔子，珍珠鸡，柴鸡，羊，苹果园里有草，也可以喂喂基本就到中午了，大人50，两岁以上小孩30，评价一般，我没有尝试7.节气展板，感兴趣，就是自己看！他这主推活动是苹果树认领，398一棵，最少得30斤如果没有办会员，光入场卷38元，这个就不值了，还是团购活动99元两大一小划算看到的朋友不要吝惜你的赞！					
kindnice,清明节活动，内容很丰富，寓教于乐，祭拜了炎帝，戴了柳枝，种了树，还弄了一小盆郁金香，小朋友在娱乐之中学到了不少传统知识，很不错的地方，秋天还可以认领苹果树，可以采摘苹果，现场的工作人员都很认真负责，服务相当到位，园区提供午饭需要单独收费但不支持点菜，由于孩子小当天就没在那吃，总的来说上午10点多到活动完吃个饭喂喂小动物溜溜达达也是一天，挺合适的亲子农场！！					
反光,上周六带孩子去花田亲子农场才体验了一下，早晨我们9点多点出发，开着导航延五环京承高速公路，我们距离农场大盖有40多公里，开车路上稍堵车，到达农场不到11点，他的的位置在顺义区和昌平区的交界，进了农场，路的两边全部都是果树，好像是苹果树，树木已经有开花的了。再往里走看到了亲子农场孩子们玩的区域，露天玩的项目还满多的，我们到那时农场的工作人员正在组织小朋友们活动，然后带孩子到指定地点种树，每个家庭给两颗树苗，家长和孩子一起挖树坑，栽树，浇水，孩子在和家长种树时特别的认真、开心。种完村后又回到农场做手工盆裁郁金香。午饭后，我们又带孩子去了动物乐园，那里有山羊，驴，鸡鸭鵝、还有小兔子，孩子还拿来柳叶喂了山羊，玩的好开心呀。临近我们要回家时，园内一只小花狗一直跟在我们后头，直到大门口的停车场，它很乖的，孩子给了它点吃的，告诉它回去吧，下次我还来看你。当我们的车都开动了，小花狗还在看着我们，孩子对小狗也是有些不舍。一天的体验就这样结束了，孩子玩的好开心啊，这里最适合3岁以上的小朋友来玩，他们那的工作人员也挺好的，现在正是春暖花开的好时节，带上宝贝儿到共享花田亲子农场还是很值得的。					
白色的云彩,位置走京承高速从解放桥出口出来后右转上昌金路走一两个红绿灯左转到了良善各庄村环境：绿植丰富满眼绿色还有儿童设施服务：服务员都态度很好笑盈盈的活动：体验种树和盆栽活动，乐趣满满但是组织情况善待加强下午看到有人组织做青团 也算是应节应景的。还有萌宠乐园，可以体验喂小动物的乐趣餐饮：园区提供餐饮四菜一汤大人50/位儿童30/位因为周边偏僻没有什么餐馆还是建议在这里吃吧					
蛀牙瓜,"共享亲子花田以“自然&成长、食物森林”为主题的亲子乐园,乐园的设计融汇了自然果园农场和时尚的风格，农场的设计师们怀着对自然的敬畏之心，和回归纯真的情怀，营造了童年梦想中的田园！位置挺偏僻的从京承高速下来后走的路越来越偏僻但是跟着导航走没错的种树活动是10点半开始但是因为人很多所以时间掌握上不太好要等待种树都是固定位置的这点很好种好了树还可以自己挂一个牌子树种好后就可以去餐厅吃饭了50一位的四菜一汤儿童应该是30不够可以再去添菜还有很多鹅鸭鸡羊驴等小动物小朋友们可以喂它们吃菜商家提供38一份的菜整体感觉不错天气挺好的小朋友可以在户外体会下农田乐趣也是一种新的体验吧					"
yuanyoudaisy,虽然娃还小，没有参加植树活动，但娃看我种了盆郁金香🌷，也很开心。
图图图7,感谢大众点评和卖家提供的霸王餐活动！共享花田亲子农场位于凤凰山下位置不算优越但是环境很不错到了以后就看到一个二十四节气的长廊进去里面就是餐厅和小朋友很喜欢的户外拓展区！这次提供的活动是种树和种植郁金香盆栽整体效果挺好的大家一起种树种花很有乐趣中午提供午餐大人50一位2岁以上儿童30一位四菜一汤味道一般但是管饱还有很多小动物可以参观小朋友很喜欢的地方					
宝贝儿辰,团购了一个两大一小的票，有种树和盆栽，整体感觉可以，服务不错，态度也好，讲解很耐心，孩子玩儿的也开心。美中不足今儿风略大，吹起了土。午餐不错，食材新鲜好吃，标准的农家饭，量足，咸菜很赞。小动物园动物不多，要是动物再多点儿就更好了					
爱吃爱玩,活动可以说是很丰富了带着小朋友们一起祭祖折柳植树让孩子体验了不一样的生活还顺便学些知识有一辆粉红大巴可以拍照只是草还没完全长出来地还没很绿然后就是小动物园感觉略差了一些希望休憩再平整一些小朋友体验更友好一些但整体来说很值很值咯还会再去					
江南火车奶茶,单位组织活动到了这里，我们走的是五环然后走京承高速公路过来的，地方很好找。来了之后在门口看了24节气展、然后看了小小动物园，之后大家一起跳了广场舞、然后大家一起去种树啦，每个家庭种了一到两棵树。接着是中午吃饭，每个家庭四菜一汤，量很大，管饱。下午是自由活动，可以继续和小动物玩儿，也可以做陶塑感觉比较充实。一个家庭连玩带吃也就两百块钱吧					
我的虎宝贝,首先感谢大众点评给我这次中奖机会，正好清明放假带着孩子一家去体验一下，而且还学到书本外的知识。位置很好找，到了先签到后，10:30开始集合，农场负责人介绍农场的环境和大概活动流程，第一项：教孩子们如何祭拜先祖，告诉孩子们为什么要祭拜，孩子们像模像样的祭拜后，第二项编柳带柳，也是民见习俗，可以防病灾驱魔驱蚊虫。第三项带领孩子们植树，教会孩子们先挖个多大的坑，然后浇水，填土，提拉树苗，再浇水。挂上自己写的小卡片，孩子们干得都很起劲，也很买力。第四项老师普及玉金花的知识，教孩子放粘土沙土肥料的比例，这些活动很好，说实话大人都没体验过，大人孩子都很受益。很有意义的活动，园中还有很多拓展训练的设施，很不错。					
淇淇_0518,离家较远，提前预约了，到了之后签到，每人发了一张贴纸，和一张郁金香盆栽的纸条，由于当天风太大，没有仔细参观，就看了看小动物，品种不是很多，参观了24节气长廊，种了两颗小树，体验了自己动手种郁金香🌷盆栽，我们就离开了，总体还是不错让孩子亲近一下大自然，想要在那里吃饭要提前预定，或者网上提前预定，不然有可能会没得吃					
媛媛_9379,很不错的亲子活动，孩子玩得很开心.学习知识体验生活，一起祭炎帝、编柳、种了小树苗、里面有孩子玩的地方、可以看到小动物、还种了郁金香🌷拿了回来.现在的季节有点早，树还没怎么开花🌹月底五月初去应该会相当漂亮.					
Tracyxiao,顺义的最西侧，和怀柔的交界已经可以看到山了，农场动物种类并没有特别多，适合孩子玩儿的户外游戏比较多，体验了植树和种盆栽。吐槽一下午餐，大人50元一位，小孩30元……一个凉菜沙拉，2个素菜一个荤菜一个汤，主食米饭，有点坑，其他的都还可以					
拱猪天使,团购的，88元带植树和盆栽。去之前打电话预约，微信也可以约。到了以后就可以订午饭，大人50小孩30，真难吃啊！！有东边是小动物园。就是一些小动物关在各自的小圈里。有一些拓展的设施，有沙坑，有很多大棚。总体还是挺丰富的，但是由于刚开春，地上光秃秃的，不漂亮。					
乖蘑菇大宝贝儿,感谢霸王餐体验！需要预订，没想到风很大。赶上一个团队活动，人不少，不太好停车。先植树，然后可以做个郁金香小盆栽。可以带走。其它的就是小动物，拓展个玩沙子之类的了，但是风太大了，基本是上就没有在室外活动。提供午餐，大人50，小孩30，价格不便宜，建议自带食物和零食，水之类的，一上午就应该体验的差不多了。					
泡泡阿强,买的年卡，一共去了3次，还领了10斤苹果，别看不好看，味道还是很不错的，本来可以摘苹果，但去晚了。还能领一小筐菜，喂小动物。需要提前预约，因为车位有限，不过车场停车也不费劲。这里还能订餐，还有游乐区，挺适合带小朋友玩的地方					
sdephenii,中了霸王餐，首先谢谢大众点评，让我们一家子能在春天里去农场玩一天。再说说共享花田，周末去的人挺多，有大孩子玩的区域，也有小小孩玩的沙坑，房子里陈设不错，也有图书绘本区域，如果在这里订餐了也可以在这边吃饭，大人五十，小朋友三十，下午这里还有陶艺课和种植课。我们去的是植树节，有很多家长带小孩一起，也有团队建设来的，树苗很小，挖坑种树很快就能结束，组织的一般，主要是自己玩，但是那也很开心套餐里带的种郁金香🌷，是单个老师给讲的，老师很好，也很善于和小朋友沟通，回去小朋友还记得怎么浇花晒太阳，很好，学会很多知识。节气那个就是一些展板，一进门口就看到，但是布置位置高，小朋友也没啥兴趣小动物有些普通，就是兔子，狗，鸡和羊，还有驴，也没有合适的叶子喂，就看了看，看得出来农场周边还在逐步建设，估计以后会更好吧。有机会是一定还要去的哈哈😄					
dpuser_04752986587,"老会员了，今年继续办了会员。理念新颖,吃喝玩乐学都能满足。大人孩子都可以享受农场时光"
小叮当嘀嗒,春天要出来跑跑，还能参加集体活动，不错！
zhouxiaozhou707,良善庄也有这样的好地方，特别自豪
PP_3676,抽到的亲子霸王餐。非常棒的农场。有游乐设施，动物园，还有辆二十年前的大公共汽车，小朋友可以玩儿的东西非常多！当然，主要是来种树的~每个小朋友都可以领到自己小铲子和小围兜，仪式感满满。种小树苗的过程小朋友都可以亲力亲为。从挖坑儿，到埋土，最后浇水，挂名牌。小朋友开心到不行~临走孩子还可以种个郁金香盆栽带走~就是农场比较远，我从西三环开了一个半小时到的农场。再来的爸妈们可以给宝宝多准备些吃的，农场除了提供付费午餐以外，也有很多地方可以坐着看风景吃零食~整体感觉棒棒的！如果时间允许，真是一天都可以花在这里，绝对不会无聊的~另外，喜欢喂动物的小朋友还可以自带白菜，有很多动物可以喂。					
桃桃_婧,开春准备踏青，看介绍无敌好，各种活动，赶上周**家一起去玩，到了以后问了几个人才知道在里面换票，没有任何指示牌，去了前台签到，态度不是很好，告知我们午饭需要预定，大人50，1.2以下小孩30，我们几家的还是都是125左右，就是和大人一样，50一份，问了工作人员什么菜，指着牌子让我们自己去看……周六大风，去种树也没有指示牌，也没有工作人员告诉我们在哪，一路上问了两个游客才知道，也找不到树苗，服务极差……动物园里有：一头驴，两只羊，一只金毛，一只兔子，几只鸡，拓展项目，秋千是歪的，图片里网格的秋千已经拖地了，不能玩，买的套票，里面应该有DIY荷兰郁金香的，左等右等都没有一个人，实在太冷，撕了票就带孩子们就走了……或许因为天气原因，但是这次体验让四家人很难接受，宣传里的完全没有体验到					
红烧牛肉麦旋风奥特曼,周末去的，需要预约，没预料到会刮大风。但是还是去了。刚好赶上蕃茄田的团队活动，人还是不少的，10点多到已经没有车位了。先植树，每个家庭3棵树苗，但是基本两棵就体验的差不多了，小朋友觉得很有意思，但是确实风太大了，灰尘大，后来浇水到挂牌什么的基本上就没人管了。园内还有一个盆栽，郁金香可以带走。另外有羊驴鸡兔子等小动物，不自觉的人挺多，还是会投喂食物。没养过动物的人不知道，动物尤其是幼年的小动物最忌讳过盐过糖，你自带的食物什么薯片蛋糕之类的，根本不适合投喂，而且会教坏小朋友，对于小动物生长发育非常不好。不过没有工作人员管理制止，确切的说整个农场都见不到什么管理人员。也有玩沙子的地方，但是天气确实不太好，如果暖和点没有风可能会好很多呢。里面吃的比较贵，大人一个人50，小孩一个人40，建议自带食物和水，中午过了基本就没人了。					
小Q先森,又是一个特别好的遛娃地方。周末每天有两场可以种树、做盆栽，小朋友在城里现在连个泥巴都看不见了，难得到这里还能用铲子刨坑挖土，种小树。另外还有养殖的小动物可以带着孩子看。虽然种类不多，但也是一种难得的接触体验。					
Y小帅,服务还可以，环境挺好，里面很多玩的地方，植树、喂小动物、苹果园、桌游、积木、秋千，小朋友们的嗨场。性价比不是最高，比如离得很远或者孩子很小去一趟就不太高。午餐的性价比较低，五十元一个人，目测五六个人给的菜量和两个人的菜量差不太多，多少人都给一盘菜，而且口味做的没有其他农家乐让人回味。希望能改进吧。					
大金牛美食家,感谢大众点评的霸王餐，带着孩子玩了大半天，种树还是很有意义的，孩子刚开始不太感兴趣，渐渐地喜欢上，除了种三棵树外，还额外多挖2个坑.动物园里新生的三只小狗吸引孩子，又耗去一个小时，在游戏区里面就不走开，一遍又一遍地玩，总之，下午1点才走，感觉不错.					
怡轩,抽了一个霸王餐种树，其实现在树还没绿，但是北京蓝蓝的天空，还是让人很有去踏青的激情。老板上海人，在北京搞了这么个大园子，雇了几十个人，虽然因为总有家长迟到导致整个安排有些拖沓，有些家长也有点着急，但是感觉到老板已经很努力了，后来大家也都体谅了，整体还是很有意思的，也祝愿老板生意越做越红火。					
thghtcc,赶在春天还没绚烂的走来，我们两家6人，相约共享花田。位置在北石槽那边的一个村子里，按照导航开进村子以后还要七拐八拐的才能抵达，不要怀疑走错了路，继续就对了活动整体分两块：先是祭拜炎帝，会有老师给孩子们做些简单讲解，带领他们点燃香火，进行祭拜，大人也可以参与和指导，孩子们还是颇感兴趣；然后就是种植小树苗，对于十岁以内的孩子来说还是比较适宜，我们是两个小姐妹一起参与，就更有意思啦，扛着小锄头，选好小树苗🌱，拎着小水桶…如果真能栽活小树苗还是很有意义的事情呢。我们也是在农场吃的午餐，人均五六十元的样子，米饭很好吃吃，剩余的菜品能吃饱，就不要奢求口味很出众了。孩子们可以在农场的户外设施进行体验，玩的很嗨。如果再等一个月，树枝🌿见了绿芽芽儿，花朵🌺开了小花花，捧一书，晒着太阳，溜着娃，那真是完美的周末了					
美妞她妈,提前在微信上预约，搜共享那个名字就可以，打电话也预约了，一般植树应该上午十点到11点，我们12点多到的，上午的朋友们都在吃饭，店员让我们等了一下，下午开始的，种个树木有啥难度，主要是觉得植树节就该做点应景儿的事，团购可以选桂花树和一个啥，忘了，种树很快，挖个坑，放树苗再埋上就好啦，最后再挂个小牌子，里面还有好多小动物，可以买东西喂，还可以喂小羊宝宝，我去的时候羊宝宝刚出生还不让喂，挺适合带小朋友的，当然了，像我这样的大朋友也觉得还可以，就是再弄得完善点更好，适合大人的东西不太多，不过人家本来也是亲子的～明年有机会来看看种的小桂和小花					
李大白的番茄酱挤多了,地方不难找，但是好像比想象的要小，儿童活动的地方还行，有很多木质滑梯和攀爬玩具，但感觉不适合稍小点的孩子，没有太多他们能玩的。有一些小动物可以喂，孩子觉得挺好玩的。采摘很贵，水果质量也不行，后来摘了点菜回去。					
pinklicious,共享花田农场在昌平区，当时买的年卡，可惜就去过一次，里面有有机苹果采摘，农耕体验，儿童乐园，，回归田园的感觉，还有一些小动物可以喂，我家孩子比较小，能玩的不是太多，大点了学点农耕知识还是不错的。老板人超好，非常帅，当天我们摘了十斤苹果，鲜榨的苹果汁也超好喝的～					
芙罗拉的花,这是第二次来这里，提前预约了，客服说这次可以采摘苹果了很开心。到这里时已经是中午十二点多了，签到后领了袋子去果园里采摘，苹果树很多，不过好的能够拿出手的却不多，树上的果子不是太小就是坏的要不就是太高了够不着，发现地上别人扔了的都比树上的要好，连摘再捡的凑够了十斤。苹果确实挺好吃的，红皮的很脆，黄皮的很甜。孩子很开心，帮忙摘苹果捡苹果还帮忙拎着，忙完了又去喂小动物还玩儿半天沙子。很愉快的一个周末。					
kolafish,昌平共享花田亲子农场，买了年票，之前也来过几次，这次是因为苹果成熟了，年票里包含十斤的苹果采摘，所以特意来摘苹果。农场整体不大，但能看出来，主人跟用心在经营，在乡村里经营者高大上小资情调的农场，有一些原木的玩乐设施，沙池，还可以喂小动物。另外，农场有很多亲子活动，包括自然节气类，烘焙，盆栽等等，但每次价格有点贵，还有提供午餐，需要提前在公众号我预约，大人60，孩子40，咖啡，雪糕这些也都有，环境确实不错，但个人感觉各种费用有点贵，如果参加活动和用餐的话，消费还是挺多的。如果价格能更亲民一些就更好了，希望农场越办越好。					
木子三美林,环境一般，服务态度挺好的讲解员讲的很仔细，但是里面没有什么东西可供小朋友玩
只有傻白没有Tian,年卡，夏天太热了，到处都是草，小朋友喜欢去玩沙坑，摘苹果的时候去晚了，只剩小苹果了
封密,之前在别的平台订的年票，现在有苹果采摘了带孩子去玩玩，年卡含十斤苹果，苹果使劲摘都没摘够十斤，好的果树都被认养了（一千多一颗树），剩下能摘的真是又小又不太好，好多树上都是烂苹果，果农说是没打药的缘故，但还好摘到的小苹果口感味道还不错，玩的设施比较旧，到处都是蜘蛛网大蜘蛛，安全性也不高，感觉除了前台那屋子以外都破破烂烂的，孩子手还被扎了刺，虽然有年卡，但也不会再去了！					
深深深深,在某APP上买的年票，一直觉得远所以没来，群里说苹果熟了可以来摘苹果了，所以才带着娃大老远的跑过来。刚到门口看见大葫芦大南瓜的很是兴奋，再往里走有些秋千滑梯沙坑，最里边是些小动物。对于三岁以下的小宝真的就这么点可以玩的。农场会组织亲自动手的一些课，不过都是单收费的。年票可以摘十斤苹果，可是那苹果我也不想说啥了，真是不打药无公害啊，大点的苹果不是虫子就是烂了，真是费劲半天摘了一堆烂苹果回家。全家人表示再不会来了，唉，这苹果值钱了。一个拍照比现场有意思的地方。					
Rachel向往,周末易堵车，从北四环开了两个小的过去，买了年票，只是进门费用其他还是要另付费的，地方虽小但活动还是挺多，带孩子喂了动物逗了蛐蛐，小朋友在沙堆玩了很久，还有两个充气小型游泳池。实话讲因为老板是上海人，午餐很合我的口味，但是量一般。					
刘轩如,刚开业时就办了年卡会员，经常带孩子来玩。在这里可以亲近大自然，带孩子玩玩土，喂喂小动物，就感觉很开心。现在夏天又增加了水动乐，虽然比较小，但是孩子玩得很开心，来一次就盼下一次。小孩子的世界就是这么简单快乐。					
东甫,孩子幼儿园组织在这边进行班级活动。这个地方地点有点偏，交通的话还是开车来比较方便。这个地方在农场里不算大的，比较适合做亲子活动，里面种的似乎都是果树，如果要出去采摘草莓的话还要去别的地方。我们中午在这个地方吃饭，饭菜质量实在是一般，可以吃饱吧。因为活动是老师和其他家长定的，反正一天下来感觉活动也不是安排的那么紧密，如果是自己来玩儿的话，可能人少了会觉得没什么意思。如果集体活动的话，因为人多可的话还可以。					
tutu20132013,误打误闯看到的花田，一下子就被吸引，毫不犹豫买了年票。搁一段时间就带着娃来花田喂小动物，玩小狗，采摘蔬菜和水果，据听说，最近花田里除了池塘外，在餐厅前的草坪上搭了充气水池，供娃儿们玩水，下次一定去看看。上次老板带着我们8个家庭去采摘草莓和摘桑葚，非常有意思，桑葚绝对没打药，白桑葚很甜，就是会有小虫虫呀，权当蛋白质了，还在桑叶上发现了一只野蚕，不是白白胖胖的那种，不认识的真看不出来，采摘草莓，边采摘边吃，特甜。还采摘了花田自己种的无化肥，无农药，有机蔬菜，黄瓜芝麻菜圆白菜等等。。老板夫妇俩都很好，都很健谈，里面的员工也很亲切，认真负责。娃们玩上一天都不想走。					
xiaoqiuq,今天刚去的，参加端午亲子活动。一个很棒的亲子农场。环境干净，服务到位。画草帽，种花，做香囊都有老师指导。画草帽种花的凉棚里面还有苹果树，画草帽时间长，主人点了一小柱艾草放在桌下驱蚊。天然植物拓印特别有特色，现摘的花草，摆好放到帆布书包里面捶打，然后就是一副美丽的画！感觉人人都是艺术家啊😅午饭很好吃一荤两素，农场现摘现做，口味清淡但是很好吃。酸梅汤据说也是农场自制酸甜可口。冬瓜汤米饭和泡菜随便添。我们一家四口，吃的两大一小亲子套餐，绝对吃饱做香囊也很有意思，香料也是自晒薰衣草和艾草艾绒下午茶赞，原以为就是饮料加点饼干啥的。没想到啊，意大利香槟，鲜榨西瓜汁，花果茶。自制小点心。尤其是核桃酥好吃。核桃的香味浓郁，很淡的甜味，咬一口又酥又香。比外面卖的桃酥强太多了农场的菜很新鲜，采摘都有专门老师带着，讲解怎么授粉，怎么分辨杂草和青菜，还告诉我们哪些野菜能吃怎么吃最后还每家送了一束艾草。对了，赶上父亲节，娃还抽中一颗苹果树，算俺家认领了，秋天就能来摘苹果啦总之，很不错的地方，玩一天没问题，推荐推荐					
海伦开心果,这次玩的太嗨了，带上俩娃在沙土里打滚、和泥巴、近距离观察小苹果、喂食小动物、攀爬拓展，小朋友超级嗨，另外也特别喜欢这的午餐，每次都光盘，酸梅汤特别赞一个，遗憾的是这次居然忘了拍照😅简而言之：这里是孩子们的乐园，我想带给孩子们童年乐趣在这里都能找到，工作人员都很年轻，也超级热情，给人感觉很温馨。补充一点：这里来之前需要预约，并且只针对会员开放，我觉得这点挺好，起码孩子们玩的很安全，争取每月都去一次					
初六的月光,服务态度极其差，以后不会再来了
诗UU,凑合一般，服务很好，场地有待开发
菠萝家木木,京郊值得一去的农场，活动丰富，菜品天然。
cookcookie,今天拔草好友的#共享花田会所#男子汉们戏水、喂小动物、摘桃子、拔草比赛、看书看球……和闺蜜聊天喝咖啡一起发呆任时光从手边溜走……美好的周末~孩子们没玩够，还要再来！
火烧昀,环境不错，孩子们玩的开心，项目比较多。午餐干净卫生。老板人超级nice。以后还会带孩子们去玩。
vivian6035,参加端午活动，由于孩子和妈妈都感冒不舒服加上要睡午觉，只参加了几个单项活动，雄黄画额很有意义，植物拓印让我们自己动手留住大自然的美好，采摘的师傅很耐心也很热情（香囊活动非常好可惜没参加），有机会再来！
@快乐~生活@,环境很好，老板热情，活动丰富，中午的午餐也很好吃，遛娃首选
瓔念萄,总体挺不错的，孩子很喜欢小动物，挖野菜也很适合孩子们，大孩子可以参加拓印画，采矿石等活动，等到秋天再去摘苹果。几个意见，第一，院子绿化不错，但是真的太晒了，能不能栽种点能乘凉的大树。第二，喂食小动物的价格偏高，不太值，第三，午饭只有一种价位选择，贵。					
洛水无花,周末去的，正好赶上有活动，一大堆幼儿园的孩子坐大巴来玩儿，还有来包场过生日的，也是挺热闹。这边也是扩建了，鸡鸭鹅驴都有了，吃饭的价格还可以，大人60小孩40，不过就是饮料挺贵，300毫升的可乐要10块……					
