用户名,评论
玛达欧,可能来的时间不对？没觉得很美，小资气息没咋见着，不过到很乡土气息。房间装修只是比一般农家院好点儿，但价格却和乌镇丽江的特色干净旅馆差不多，甚至更贵。哦，对了，装修一般不说，屋里全是灰，而且一点儿都不隔音。。。餐厅十一点还有人吃饭说话，都能听见。再说说饭，农家院，你想的可能实惠，但实际不然，那抠抠点儿菜，都没好意思拍照，抠抠就抠抠，还特别贵，一碗米饭三块，一个虾80（里面有15只虾吧），不过贵的话，你走稍微高点儿的路线，好吃点儿，服务员漂亮点儿，我也接受，可是服务员大妈的指甲，你剪剪，好呗？					
【已注销用户】,看了网上的照片，觉得很高大上，很是期待。但实际上到了之后，发现对住宿的期望太高了，晚上睡觉又冷又吵，也没有所谓的24小时热水。想喝水还只有一个公共的热水壶，十几间屋子就一个壶。。。也是醉了。饭菜做的还行吧，可是分量实在是太小了，而且贵的要死，菜品也没几样。晚上吃的一个菜明显是中午剩的。我是不会去第二次了。					
饿人222,挺干净的老板很健谈！我们带了狗也可以住哦……
蹦哒的猫,老板服务热情周到，饭菜好吃，这里能自己烧烤，享受一种田园乐趣。烧烤设施挺齐全的，玩的比较畅快。
来来来我们聊聊,环境还可以，味道也还行，就是太贵了，一盘素茄子三十多，炒鸡蛋三十多，非常不值
悦悦_616,好好好好！环境很好！吃的也好！院子里的叔叔阿姨都很热情，休息日来这里放松一下真的很舒服。现在这个时候还没有葡萄，想等一段时间葡萄熟了再来一次！
makiwang,网上有两个联系电话，结果一个说已约满，另一个说可以来...已晕
乐乐多在减肥,环境很好，瓦舍的服务也很棒，菜很香，湿地公园出来，坐在葡萄藤下吃烧烤，很美好的回忆
BiteMe_,烧烤自助特别棒啊，大串太赞了，老板棒棒哒，烧烤推荐就来这，都含了，还有大虾鸡翅烤虹鳟鱼
芷畅郭,这个地方还不错，就是太清静，不过还是喜欢去的地方吧
李李修,十一去的，小资农家院，在院里烤肉应该很不错吧
沙糖果儿,是我期待太高了吗？没有想象中的好…
我是店评__嗨爸爸,虽然有点远，但是环境不错，适合几个朋友来玩玩
dpuser_85425518844,如果你来了北京一定要到这采摘不然会:-P后悔滴
苏子闲,环境住宿都可以就是吃饭太贵了不实惠一般的农家饭都没有就有几个他们指定的菜贵的离谱要是奔吃饭去的千万还是算了其他都很好
橘.ZH,小院环境非常好，葡萄也甜，老板人也亲切可打尖也可住店，带孩子来也很合适～
o0娃娃0o,烤鱼味道鲜美，葡萄又大又甜。环境也很美，还有黑板孩子们可以画粉笔画。
dpuser_19753263371,虹鳟很好吃，环境十分不错适合小朋友玩耍
龚喜_3450,亲们，20元早餐太差了！鸡蛋是一半的
风花雪月不算事,菜品少的可怜，价格贵，尤其，前台一个女的态度超级不好，小老板人到是很热情，感觉还没那么堵心
蕾Mademoiselle,环境挺好的，房间干净，还送了葡萄可以烤肉可以采摘～
helloworld,摘完葡萄过来吃饭，两个大人一个小孩两份套餐吃到撑，味道不错
小木杉彬,环境很好，吃住玩全都有还有烧烤
林海念思,干净有特色的葡萄瓦舍，比普通农家小院环境好许多。
dpuser_90235987751,环境很好，价格小贵，葡萄不错！还可以烧烤
樱桃朱小妞,葡萄瓦舍的葡萄甜甜的，老板一家人都特别的亲切，帮忙着采摘和挑。下次会带着婆婆和老妈一起去。赞一个
W欣,只有套餐量特别小没有别的菜太差不会再来了环境没有拍的那么好
净衍,采摘的葡萄不错，很甜，环境还可以，看的出来比较新，地方不大，该有的都还有，价格也挺漂亮
monicawu2000,葡萄很甜，牛腩很下饭，蘑菇也很鲜美，就是一百一份的套餐有点贵
爱笑的樱桃花,第一次来葡萄瓦舎，感觉很原生态。菜品都是原生态的很朴素，简单美味，天然口感。可惜住宿都没有房间了，下次要住一住才好哦!
dpuser_85895011402,招牌菜虹鱒鱼超级好吃！环境很清新，很舒适
麦子_2000,国庆600包桌，不错，主食可以添加
秋秋秋,等着吃葡萄，排队中，打电话可以直接吃。
dpuser_49645005348,绝对好吃，杠杠滴，有机种植，超甜
徐健_8784,人很多，有停车位，目前感觉不错！点赞！
filmzhou,吃完了才想起来拍照，汗。证明味道真心不错。尤其推荐烤虹鳟和蒜香虾。烤的汁拌米饭香喷嘭。红薯和玉米也很赞。
Masterpaul111,汉石桥湿地旁漂亮的瓦舍～第一次来，感觉不错～期待下次采葡萄！～
暴暴暴暴暴暴暴暴,葡萄好吃，人不少，闺女们很开心
梅盈雪,挺不错的地方，葡萄挺好吃，是个聚会的好地方
suxin2006,菜品味道不错100元套餐一个人吃绝对够饱采摘娱乐亲子不错选择
于小咪,挺有意思的记得一定要往里走餐厅有点小记得早点来
Kincy彦,网上看图片感觉好大的一个地方，特意找来到了发现不是特别大，有几桌烧烤的地方，环境不错，午餐100一人，看看套餐没什么东西是我们喜欢的，最后对比选择去了隔壁开心农庄农家饭特色多，有老人想吃的粗粮类，也算意外的惊喜！					
viva8013,昨儿驱车到顺义汉石湿地时正赶上下雨，看到湿地边上巨大的标志牌，全是农家菜，其中有葡萄瓦舍，雨大没看清，一直往小路开，没找到，无奈找到大众点评，按导航找过来，瓦舍离湿地还是有距离的。初到瓦舍已经一点，下车老板主动问，是吃饭还是采摘，答是吃饭，老板说现在就餐客人多，让我先扫店里的二维码，坐着稍等。这一等，20分钟过去了，空着肚子去追问，又被告之食堂里没地方坐，还让等。等自己进食堂一看，明明有多张桌子没收拾！！再问，老板说厨房关火，只能炒个虾仁和南瓜，没饭了。这不是店大欺客吗，从下车到上车离开，过了半个多小时，一直是追着老板问，不能从下车直接告之没饭了吗，唉，再也不去了。果然跟大众点评上说的一样，用餐环境一分，采摘看了看，只能摘到巨丰，不如去怀来好。					
QI_341759436,文艺农家院，看起来不大但五脏俱全。老板人很好，服务各种周到。提供葡萄采摘，葡萄新鲜好吃。晚餐可以烧烤自助，出了钱就可劲吃，搭配新鲜水果，还不错。住宿方面，有不同房型，略微有些简陋，但四处都是花花草草，听得到鸡鸣鸭叫，住的很舒服。适合团建，也适合家庭聚会，大厅可以单独租用，可以投放ppt。夏季需要大量的驱蚊液。					
静之婵YOGA,特别好的地方！干净小资！还能采摘！老板服务特热心！以后还会来哒！
爱吃爱老婆,小资情调的小农庄❤孩子们玩的很开心
*洋娃娃-,采摘的好地方，就是今天风太大了，不过阳光明媚，在房间里也可以享受这田园风景，下午茶☕后去采摘。
花花菜花,路很好找，一路过来很顺利，提前给老爷子打电话预定，但是老爷子给忘记了，结果没吃到炖鸡，不过后来推荐的套餐很好吃，也算是一点意外吧，门口的帅哥人很好哈哈，葡萄超级好吃，在地里就吃饱了。
芊羽千寻,葡萄很鲜美还有花生大片的玉米地风车草地芭蕉树曼陀罗花还有很多蝴蝶.空气环境很舒适！菜色也很有家的味道，这个中秋佳节，还真是来对了地方.
kisself,烧烤玩乐聚会好地方老来这里玩儿离湿地公园近还可以在院里采摘今年刚装修好环境超棒超爱那片绿绿的草坪和大秋千啊
dpuser_85770896136,周末带孩子们去写生，正值秋高气爽，孩子们很开心，但我们确忙的忘记了拍照留念，多亏老板帮忙拍下了珍贵的照片，否则我们都会很遗憾。另外葡萄很甜，老板很Cool！
xiaoranxiao,老板很热情，房间干净温馨，可以在院子里烧烤，店家的烤虹鳟鱼强烈推荐！这里不仅可以采摘，还可以在院子里的大草坪上光脚晒太阳！娃玩得很开心，在草坪上跑来跑步。。。下次还会再来！
蓝色兔几,葡萄味道超好，还送了我们小宝贝葫芦，有机会再去
随便吃也是有追求的,三室一厅的房间1000大洋还到处漏雨，房间没热水，午餐一人份一百块，少的可怜，早餐二十一人，加一个油饼也不情愿，态度冷漠。
Malugou,葡萄和伙食都好棒，房间的设计也很好，为老板点赞！
lyl0217,周末午后刚刚去采摘，有葡萄，黄桃（特别好吃）还有苹果，西红柿。王岩的哥哥还给我们全家选景儿照了照片，过的特别愉快。连续四年夏天都会去采摘，葡萄特别特别好吃。还可以支付宝付款，真是个让人省心的农庄。
思念的果实,来这里度个周末，环境还是挺有意思，感觉店主应该是在外面走走看看的年轻人，装修什么的不像一般的农家院，感觉走的是小清新的路子，有一块整整齐齐的青草坪，真心是很好的感觉，客人可以在室外吃饭，也可以在餐厅里面吃，客房有两种，一种是一家人的套房，有4间卧室。还有是小木屋的形式的，就是小木屋洗澡就要在公共浴室了，这点有点郁闷，总之出来玩耍就不要要求太高了，还是很有意思的。后面一大片都是葡萄地，看起来挺有意思的。					
蚊子_9309,"跟我想象的差不多,朴素的可爱的又有特色的小农庄，会做饭又会拍照的店主增色很多。下了两场暴雨所以没怎么玩，对了，葡萄正当季可好吃了，炖鸡就是我们想要的那个味，吃撑了。"
Achilles彤云,下雨☔也可以烤串，来到葡萄瓦舍，雨淋不到哦！环境超好，老板人很nice
炭烧小肉丸子,环境好，服务好，哥俩是老板，很和善。从市区过来也很方便，周末一家人亲子游的好去处。
hyeryeon,老板贼啦风趣～烧烤设施齐全～环境贼啦优美～一定会再来～大爱这里～北京郊区值得一去的地方还可以采摘葡萄苹果梨黄桃西红柿！城里的娃们快来啊
叫我愣头青~,"老板亲切,服务很好。环境挺好,能摘葡萄,黄桃,西红柿,苹果,梨等等。里面装修真有范儿!!还会来的!"
GigiGao_G,老板热情的很，环境特别赞，采摘的品种特别多～超级甜！！！纯天然纯生态！！
云祺_5692,世外葡萄源！环境优美！老板热情！
回到海洋,口味很一般，菜品少得可怜，服务很一般，价格一点也不实惠，强烈不建议来！
丁丁糖0000000,慕名前來，不過對飯菜略顯失望，菜品很少，味道不好，價格也很貴！可預訂，也可自帶燒烤食材在這裏自助燒烤，如果是戶外自己帶餐的話用餐環境還是可以的。拍了以上算是最美的環境圖片，但是現場真的一般
iMoonPlus,很有心的一家家庭店，亲切，干淨，但自制的葡萄酒真心不成
F31306,很满意，烧烤的很愉快，活动很成功。
馋小妞儿,菜品不多，家庭经营，环境亲民。
小椰子酱,非常美的小院子店主也是实在人陪我们聊了好久吃完饭坐在秋千上乘凉感觉很惬意
sucha牛人,很舒服的小农庄，这里不是酒店不是宾馆，是一家人开的小农庄园，有风车有秋千，可烧烤可农家菜，约上三五好友带上宝贝带上宠物夏日小聚的好去处。大厨也是很会照相的，只要他有时间。
佳尾巴,位置有点远了，坐了地铁，又转了公交，又徒步了十来分钟才到，院子有点小，种了很多葡萄，稍微有点脏乱，个人感觉应该好好再扩一下收拾收拾，才能给人眼前一亮的感觉，农家菜不错，最爱吃的就是那个红薯梗的凉菜，有小时候的味道，其他的菜都面相不怎么好，吃着还行，我们6个人吃的套餐。					
肉肉滚儿,我们是自己带菜去烧烤的，租一个烤架80元，给8个椅子一个桌子，租了两套160，就没有其他费用了，性价比不错！老板态度还行，环境吧就是原生态，苍蝇特别多，至少30只，下次去带蝇香估计会好一些。总得来说还是挺好的。					
鱼小鱼_3849,特别喜欢的地方，环境特别温馨，老板一家服务也都超级周到，推荐朋友聚会的好地方
Winnie_0805,味道还可以但是菜的品种很少有待改进数了数也就十多个菜不过挺新鲜的都是大棚种的
遛娃专业户四哥,很好，人也友善，跟同事们聚餐去的
YodbAd,"地方还行,烧烤聚会什么的,还算方便,蛮多人来的.就是偶尔比较味儿."
幸福甜蜜罐儿,地方还不错，可以提前预定，烧烤，80元一桌。只要预定就一定会留座位。老板很热情，环境不错。院子里面有很多植物。
范范_7914,一般，应该是快餐，比火车上盒饭稍好些吧
thins,交通方便。环境不错，也挺干净。菜个人觉得一般，烧烤不错，下次来预订一个
dpuser_94348937267,菜量很大，味道不错，逛完湿地公园，推荐来这吃，还有采摘，小朋友很喜欢
百度1212,环境不错，小朋友玩得很快心，挖了红薯，拔了萝卜，摘了葡萄，午饭也很好，餐厅很干净，没有预约烧烤，下次试试。很适合带小朋友来体验农家乐
膛儿大吃八方,"业界良心，价格公道。老板人很nice,我不是托(⊙o⊙)哦!"
张灏_5542,服务好，环境好，聚会的好场所！
lis0614,很好吃炒时蔬又要了一份，非常适合孩子吃
烤焦了的小土豆,如果你工作在城市，这绝对是个修养身心的好地方。
Betty_4681,整体环境还算不错的一家店，采摘也算靠谱，农家乐太不划算了。大体来说，采摘可以打4分，食堂打1分吧。采摘的价格还可以，葡萄要20一斤，很多都比较甜，还有各种瓜和蔬菜可以采摘。食堂就很差了，第一就是价格高，人少还行，人多了也就是哪几个菜；第二是做的不怎么好吃，我觉得比单位食堂好吃，大家觉得不如食堂，就是差不多一样的水平吧。					
熊猫小胖,"交通挺方便！就在汉石桥斜对面~去湿地或者鲜花港之前都可以去那歇歇！老板炒的西红柿炒茄子特好吃啊！有个鸡肉还炒鸡蛋也很好吃！老板还帮忙给摘了葡萄，非常甜！婆婆很开心！同事买了大倭瓜和鸡，我们揪了半斤山药豆，感觉农民伯伯真不容易啊！半斤就累够呛，回家熬粥很香！带小孩来玩挺好的，自带了肉串过来烤的~小朋友玩沙子玩的很开心！就是得预约！人真心多！还有挺多老外来的，真热闹					"
lovezoey,这次来计划的是湿地公园采摘和烧烤住宿，到了这里看到房间图片跟网上相差很多，不太一样，每个屋里没有空调没有电视，烧烤基本没提供什么也要八十，菜量很小而且较贵，早晨不到七点就被厨房吵醒了。发现别人基本都是来公园玩，然后采摘，在这里烧烤，就回家了，这样挺好的，避免了吃饭住宿。不过跟家人一起还是挺开心的，就住一天也无所谓了					
sammi_cn,环境优美，服务很好，孩子们非常喜欢，各种蔬菜，葡萄，孩子们乐不思蜀哦！
游山玩水98,这里院子又脏又乱，带孩子去过一次，后悔死了。饭菜质量只能达到可以下咽的水平，后厨我根本不敢想。价格相对得到的服务及饭菜质量，那真是够贵的
双子,看到别的评价去的，没想到，，那么小个地方，，，菜价贵的要死，孩子都没地方玩，车也停不了，，总之，哪些不实话实说的人，，，请大家以后实话实说！
feng2014,葡萄瓦舍休闲的好去处，特别是在葡萄架下烧烤，即凉快又舒服，下次有空的话还会来的。
duncan55,地方不错，适合朋友没事烧烤小聚，离城市还近。
水中央,环境不错，吃的也不错。工作人员很nice，可以烧烤，也可以农家乐
券券姐,小院整得挺温馨，麻雀虽小采摘烧烤住宿一条龙，饭菜也可口，葡萄巨甜，必须再来！
moyanhongheb,还算不错的农家小院，没有通常的群蝇乱舞，饭菜味道也还可以，院子不够大，能扩展下就好了
dpuser_34899628432,环境很不错，在瓜藤架下，可以自助烧烤，有葡萄架，可以采摘，亲近自然，是渡假不错的选择。
z1745,我们8人中秋来此自驾烧烤，帮主非常热情，环境园田风光，葡萄架下品味美食，真是好好地方！还可以采摘，价格透明公道，周末休假绝望好去处！
我滴天呀哈哈哈,秋游推荐，有机种植，绿荫蓬下，纳凉小憩，饮茶闲聊。和庄主取经农作经验，心旷神怡！
王媛,吃的真心很不错，地方是开着导航找到的，餐厅有花，外边有葫芦架，特别凉快，很凉快
淘淘乖乖,家庭农庄的优势不在资金或技术，而在于有爱：对这家园土地的爱，对农作物的爱，对劳动者的爱。-【葡萄瓦舍】家庭农庄拥有的资源，和数以万计的农户是一样的即：一块农田和一块宅基地。我们只是想把这有限的资源最大限度地利用好，在小小田地上种出高品质食物，在小小宅地里打造高品质农舍。“种豆得豆，简单公平”。我们想把这种因为简单公平而快乐的田园生活分享给更多热爱自然的朋友们。欢迎来采摘、聚餐，住宿，体验葡萄园农家生活。					
景德镇情结,汉石桥湿地附近这家点评最多，但实际饭菜一般而且明显比杨镇偏贵（包桌没几个菜居然300）。味道吗，农家菜，也没啥明显优势。下次再去汉石桥玩，肯定要换家店了（比如杨镇镇中心）。好处就是吃饭后可以下午一直在他家玩。。。					
小松鼠12357,餐厅环境很好，室内有植物，50元一个人，都是当季食材，食物都特别新鲜。儿童半价
MEIZHENMEILI,好吃好玩，适合亲子活动！孩子玩儿的特开心
不敢下水的鱼,平时来的，清幽，老板人也很好，没得说，娃们玩的很欢乐，等到苹果成熟季，再来
siolion,非常好玩的地方，老板很nice，葡萄很甜，农家菜也不错，十月来摘苹果
苦丁茶_1060,量大，味好！主要是环境好，这里种植了葡萄和蔬菜，都是无污染的哦！种类还很多的！可以采摘！是聚会的好地方！
嘟嘟383,采摘葡萄，特别甜！烧烤很爽，大家快来！这里的环境很放松，好去处！
洪伟_7558,葡萄非常好吃，环境也不错，值得的度假
邹广华,好地方，周末度假值得来，自助烧烤，采摘葡萄，还有葫芦送，汉湿地附近。
jiekywu,很不错的农家小院，在汉石桥湿地公园附近，可以采摘，也可以烧烤，自己院里的蔬菜瓜果，很有意思。
cimjh,干净，实惠，服务热情周到，热情周到。
YY,非常好，推荐。别去开心农场。开心农场往里。
Beautymomomo,好吃原生态葡萄采摘真的是很不错还送糊塌子据说是正宗糊塌子
益如bj,烧茄子太好吃了！下次还会来环境不错
修真修真,"景色优美，庄主热情好客,瓜果香甜!下次还会来!"
再见亦是四月天,环境非常好农庄主很好客园林设计非常有特色！
Johanna,非常舒服的地方，环境也好，葡萄非常甜。店主人不错，下次还会来！
贝影_8075,汉石桥的葡萄瓦舍很不错哟，给给好评送葫芦，哥几个赶紧的吧！哈哈哈哈哈哈哈
劉木卯,很好的地方！值得再来，吃的不错，产品很有特色
wcp872,夏日避暑好出去，烧烤、打牌、喝酒一个都不能少，带家人，尤其是小孩、老人出去玩不二的选择。
小飞机票,环境很好，很适合一家人或者一群朋友来呆一天
dpuser_25607228791,环境很好，服务态度热情。还会再来。
lizard22,饭菜好吃，烧烤好玩，避暑圣地啊。
啦啦_啦啦,好玩的地方，可以采摘，吃饭味道也挺好的，
llccxjg001,环境不错，餐厅很干净，热带雨林风情，还有采摘。赞
刘明_9733,非常的舒服，很好的一个年轻人开的农庄，黄瓜非常好吃，葡萄非常甜
芊芊,环境很好，吃的也不错。还可以采摘葡萄和有机蔬菜。人均60元左右。
UFOGUAN_,环境很好。店主人都很好。适合小孩子。一家三口。公司旅游。休闲玩乐。
默念007,地方很好找。环境不错，公司聚会来这烧烤，推荐来这。离湿地公园很近
myth_bin,很不错，服务很好，老板很贴心，适合全家一起或者朋友聚会，环境不错，烧烤需要预定，餐可以去了再点，采摘蔬菜很新鲜，就是西红柿很多虫子，说是不打农药所以不是被鸟吃就是被虫子吃，一斤6元还可以接受，以后还会再去					
shiguangnenggou,今天中午一行六人找去这家用餐，比想象中的小资，整体布局和内饰挺有意思，蛮新潮，菜地一陇一陇有很多品种可选，主人王叔王婶非常热情敦厚，王叔很健谈。说说菜品吧，食材很新鲜，王婶手艺不错，我们吃的很香，饮料我们自己从冰箱挑爱喝的，很随意舒服的聚餐地。最后说说价格，我们五男一女，吃不完还打了三个包，一共才花了260多。今天都吃饱啦，忽然看见主人家自己饭桌端上来一盘叫香椿鱼儿的菜，很有食欲，下回再点吧。还会再来的，下回争取能吃上王叔种的葡萄哈。					
Dear&#x20;POOH,非常非常好的一个农家院，餐厅布置的很有小清新的感觉，饭菜色香味俱佳，吃了大盘鸡、一锅鲜等，看着就有食欲，一看就是热爱美食的人做的，此处强烈点赞，另外食材也是非常新鲜，都是老板自家种的，绝对新鲜且无农药化肥。院里有不少人过来烧烤，还有吊床提供，可以采摘、点餐，非常方便。听说葡萄成熟时非常甜，期待呦！另外就是老板人特别好，亲切、随和、笑容可掬。强烈推荐！					
我有一个佳.,看到有网友说要提前在淘宝店预定于是去了，第一次遇到旺旺要加好友才能提问的，这也就算了根本就没回复，微博上圈了“葡萄瓦舍王岩”也一样是石沉大海。这样的态度，喔诗不会去了，本来挺开心的谁到会牛X成这样。。。					
吃货不远万里,周末带上家人一起去汉石桥湿地公园游玩，第一站先到葡萄瓦舍，关于它的详细资料大家可以登陆淘宝网，输入店名葡萄瓦舍就可详细了解。网上可以预订农家饭、采摘自助烧烤、住宿等。小院整体环境还不错，我们一行六人外加一个2岁的孩子，占地费共计70元，每人10元院内还有小吊椅和吊床，等到七月份大家可以来这里采摘葡萄。在此感谢“我不是羊羊”会员给予我们的帮助谢谢。					
晚秋骄阳,蔬菜和鸡蛋比有机农妇市集上便宜不少，蔬菜自选6元一斤，看到葡萄是20一斤，鸡蛋15一斤，比有机市集上新鲜有趣些。带着孩子喂了果树林里的散养鸡鸭，开心极了。花房餐厅好多绿植很有感觉，餐食很朴素但蛮健康的。					
dpuser_13146677940,第二次来了，葡萄好吃，甜！还有蔬菜可以摘！烧烤的地方有荫凉，吊床，很赞的休闲烧烤地方
蝶澈_3036,适合一家老小周末休闲葡萄还没完全成熟但味道酸甜也别有风味此外还有采摘活动价格也比较公道关键是没有门票
紫色浪漫的季节,意外发现～非常惊喜！饭菜可口～环境清新～小朋友可以采摘玩沙子睡吊床～大朋友可以烤串喝啤酒坐在地里啃黄瓜西红柿
miracle2,我临时定的但是住的地方两个人150而且地方特别小，晚上睡觉的时候床单上总是有股口水味，吃的还凑乎，反正下次我肯定是不去了！
沉默ing,周末约上好友或同事，休闲娱乐的好去出。王老板的厨艺也很棒呦。
Andy依然在飞,我们一家人去踏青，顺便去烧烤，就去的葡萄瓦舍，新长出的小苗，绿油油的一片，空气特别的新鲜，周末去葡萄瓦舍是个不错的选择，可以让孩子们体会一下种植的乐趣。
我只做饭不刷碗,农家院中的小清新味道不错都是新鲜食材老板布置的很精巧就是停车位窄了点考验人啊
赵思涵,老农很黑态度也不好好像该他的似的采摘价格乱定一会儿一个价
慢活族,端午与同事一起去的，环境干净，菜的味道很新鲜，推荐餐品有炖鱼，小葱蘸酱，扁豆炖的大粗面，下次还要自己带老婆去尝尝。这里住宿也很干净，150的双人间和600的大套间，屋里有WIFI
慢活小院,我们一行人早上出发，到了那里差不多上午十一点左右，听说那里有散养的鸡，到了那里也没看见，到时看见旁边的庄园里有好多散养柴鸡，卫生也很差，主要是，价格也太贵了我们到哪里主要是烧烤，东西没带够，想买鸡翅结果下了我们一跳，六个鸡翅要48！真是太贵了！！吃不起啊！结果没吃饱就走了。反正我是不去了。如果要是烧烤的话最好自己带够东西！！！吃饭的话，真别去！老板告诉我们摊柴鸡蛋好吃，要20，我们吃了之后就后悔了特别的油腻，还咸，我真想问一句老板，你们的油和盐是不是不要钱？还有wifi只有那么大的地方才能用网速还不好，真是受不了啊......反正我这也只是一个建议但还是希望想去那里烧烤吃饭的童鞋三思啊！！！！！！					
eternal0082,环境很好，一般来这的都是烧烤一族，自带串，他家提供炉子和炭，6人（记不清了，好像是6位）以上算团购，10元/位。环境很好。边上就是他家的地，可以采摘。西瓜又沙又甜，白杏也超级好吃。边上还有点沙子，小孩可以玩。还提供wifi。老板是本地人，在北京上班，周末回来经营这个院子，人非常好。他家的炒菜味也很地道，猪肉特别好吃，都是自家养的。就是上菜慢，很慢。建议点菜只作为辅食。还是以自带烧烤为主吧。车位不太够，建议大家拼车去，能少开就少开。					
小兔子11111,价格不便宜环境不好比顺鑫度假村还贵（烧烤）那边是炉子20你买什么给什么钱环境也比这里强多了就是一个农家院不很缺钱的就换个地吧看见过开x6来的不知道图什么自助烧烤的地方很多这里一定不是首选					
就爱满世界找好吃的,那里什么都没有，就有沙子，也没看到有什么树，没有他网上图片介绍那么美，可能是没到季节，没看见有散养柴鸡，到看到他家旁边的庄园里有很多散养鸡，摊柴鸡蛋25元，杂粮40元，蒸鸡蛋羹25一盘，味道一般，价格可以！停车场地方不大放不多少辆车，建议还是秋天去可能会好些！					
tinlee7,"在大众网上找到的,打电话咨询了一下,觉得主人态度不错,就准备去看看.我们和爸妈是十一的时候去的,还是比较好找的,就在汉石桥湿地附近.我们主要是去采摘,那里有葡萄,10元一斤,还有各种蔬菜,都是4元一斤,价格还是比较合理的.当时去的时候由于葡萄有些过季了,所以没有抱太大希望,没想到还有不少,是飓风,摘下一尝,真甜,味道很不错!是我这个夏天吃的最好吃的葡萄了,真是没有想到!由于季节原因,这里的蔬菜种类不是很多了,我们采了一些茄子,萝卜之类的,其实要是早一个月去,他们家院子里的菜还真是有不少种类.关键是这家给的分量也很足,没有缺斤少量的情况,赞一下!院子里还有小吊床.总之,这趟采摘之行让我们感到很满意,爸妈说明年早些时候还要去这里.					"
Piaopiaona,听朋友介绍的说那里能自助烧烤去之前仔细问了一番具体收费如下：桌椅+烤炉+炭火+一些调味料=60米也就是说你只要带着吃的去就行其他一切他这里都供应的我们一行4个人不到10点就到了主人很热情还让小孩带我们在村里逛了一下他家还养了猪鸡等小院弄的挺利落挺干净大概10点多我们就开始动手穿串了我们带的东西很齐全除了碳几乎没用到他家什么准备了1小时就开始烤了那天天气还真是不错没有太阳还有点小风之前听朋友说这里的摊鸡蛋好吃就要了两种结果很油腻还很咸比较失败而且价格不菲哦20一份呢对了这里是可以吃农家饭的以后有机会可以尝尝的最后人还真来了不少呢我看了下前前后后有十辆车开进来停不下还放到了外面自助烧烤的加上我们共3波人也就能容纳3桌哦地方有限的期间还吃了他家的葡萄和黄瓜葡萄很甜啊主打水果呢黄瓜很脆很水这些水果蔬菜都能采摘的貌似15一斤吧据说还能住宿不过没看见房子其实这里就是一个村镇人家有地就种了这些瓜果一宣传开了人就都来了挺有经济头脑的要是挨着小河流水就更好了烧烤嘛还是去有山有水的地方比较有意思哈如果一定要算人均还真是不便宜啊我们买这些食材就花了200多在那里交了100多（租金+两份鸡蛋）过路费30汽油费等每人要100呢其实去那就是图个乐呵图个与众不同要不总是在城里吃吃喝喝也没意思是不！					
出个办法,我住的是有田园风情的小木屋，主人把小木屋安放在葡萄藤的旁边，房后就是大片的葡萄藤，前边是个自然的绿色植物搭建的长廊，用来休憩，可以用来烧烤，白天去汉石桥湿地转一圈，中午吃吃农家饭，下午和晚上就可以在主人家的葡萄园里好好的享受一下大自然，完全的放松，非常舒服惬意！					
Marianli,是湿地东岸的葡萄采摘庄园，有大片的葡萄廊架，很有田园特色的环境，是野餐聚会烧烤的好场地，也确实很多人来这聚会聚餐；餐厅以新鲜采摘和散养家禽为食材的农家菜为主，比如酱香排骨、散养柴鸡柴鸡蛋、卤水豆腐鱼等都不错，菜品很新鲜~“质朴、新鲜、健康、无添加”倒是名副其实，价位很平民。人均消费约30元。住宿60元/间起，有木屋和一般单间两种，推荐葡萄园里的木屋，小别墅的样子很别致。汉石桥湿地自然保护区是无门票免停车费。吃完去逛逛咫尺之遥的自然保护区很赞！！空气好极了~					
kly6464,是个比较开放透明的家庭农庄，客人参与度很高，葡萄好吃名不虚传，18一斤，蔬菜6元一斤。支持这样的良心农户吧
肉肉妹,我们自己带足烧烤食物，他们提供烧烤用的一切用具（包括架子，炭火啥的），价格是按人头收费：不论大人小孩，每人10元。老板人很热情。环境一般，我感觉绿植少点，所以在北京起风的日子里，超级狼狈。
石榴儿宝贝的妈妈,我是这的常客，王叔王婶和其他的亲戚都挺好的，不那么小气，玩的也开心，摘的水果蔬菜也好吃，周六去没什么好摘的，拔一捆大葱回来
葡萄瓦舍,可以农家菜，可以自助烧烤的农家院。我们是自己带的食材自助烧烤的。70元负责提供桌椅、炭火和炉子，还有烧烤用于（但是很脏）。去过很多烧烤的地方，这里真的很贵了。这里还有葡萄等，4元一斤可采摘
